guid,part_pos,class,weight,area_gross,area,area_net,a_net_xy,a_net_xz,a_net_yz,area_plan,assembly_no
5B8C7AB1-0000-2D03-3135-333539333737,TBP-428,TBP,705.32,22.78,22.72,22.72,4455483,4566775,5996,0,C3-JD-24
5B8C7AB1-0000-2D3C-3135-333539333737,TBP-428,TBP,705.32,22.78,22.72,22.72,4455483,4566775,5996,0,C3-JD-24
5B8C7AB1-0000-2D4F-3135-333539333737,TBP-428,TBP,705.32,22.78,22.72,22.72,4455497,4566783,5996,0,C3-JD-24
5B8C7AB1-0000-2D9B-3135-333539333737,TBP-581,TBP,867.85,22.49,22.43,22.43,4429227,4505791,7377,0,C3-JD-24
5B8C7AB1-0000-2D16-3135-333539333737,TBP-428,TBP,705.32,22.78,22.72,22.72,4455483,4566783,5996,0,C3-JD-24
5B8C7AB1-0000-2D29-3135-333539333737,TBP-428,TBP,705.32,22.78,22.72,22.72,4455498,4566783,5996,0,C3-JD-24
5B8C7AB1-0000-2D62-3135-333539333737,TBP-428,TBP,705.32,22.78,22.72,22.72,4455498,4566783,5996,0,C3-JD-24
5B8C7AB1-0000-2D75-3135-333539333737,TBP-581,TBP,867.85,22.49,22.43,22.43,4429227,4505776,7377,0,C3-JD-24
5B8C7AB1-0000-2D88-3135-333539333737,TBP-581,TBP,867.85,22.49,22.43,22.43,4429227,4505791,7377,0,C3-JD-24
5B8C7AB1-0000-2DAE-3135-333539333737,TBP-581,TBP,867.85,22.49,22.43,22.43,4429227,4505791,7377,0,C3-JD-24
5B8C7AB1-0000-2DC1-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DC4-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DC7-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DCA-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DCD-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DD0-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DD3-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DD6-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DD9-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1149,62758,0,C3-JD-24
5B8C7AB1-0000-2DDC-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1149,62758,0,C3-JD-24
5B8C7AB1-0000-2DDF-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1149,62758,0,C3-JD-24
5B8C7AB1-0000-2DE2-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1149,62758,0,C3-JD-24
5B8C7AB1-0000-2DE5-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1149,62758,0,C3-JD-24
5B8C7AB1-0000-2DE8-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1149,62758,0,C3-JD-24
5B8C7AB1-0000-2DEB-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1149,62758,0,C3-JD-24
5B8C7AB1-0000-2DEE-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1149,62758,0,C3-JD-24
5B8C7AB1-0000-2DF1-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DF4-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DF7-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DFA-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2DFD-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E00-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E0C-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E0F-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E1B-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E1E-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E2A-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E2D-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E03-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E3C-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E3F-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E4B-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E4E-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E5A-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E5D-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E06-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E6C-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E6F-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E7B-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E7E-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E8A-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E8D-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E09-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E9C-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E9F-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E12-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E15-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E18-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E21-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E24-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E27-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E30-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E33-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E36-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E39-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E42-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E45-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E48-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E51-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E54-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E57-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E60-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E63-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E66-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1172,65348,0,C3-JD-24
5B8C7AB1-0000-2E69-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E72-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E75-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E78-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E81-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E84-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E87-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E90-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E93-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E96-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2E99-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EA2-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EA5-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EA8-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EAB-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EAE-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EB1-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EB4-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EB7-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EBA-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EBD-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1145,62758,0,C3-JD-24
5B8C7AB1-0000-2EC0-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1145,62758,0,C3-JD-24
5B8C7AB1-0000-2EC3-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EC6-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EC9-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1145,62758,0,C3-JD-24
5B8C7AB1-0000-2ECC-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1145,62758,0,C3-JD-24
5B8C7AB1-0000-2ECF-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2ED2-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2ED5-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1145,62758,0,C3-JD-24
5B8C7AB1-0000-2ED8-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1145,62758,0,C3-JD-24
5B8C7AB1-0000-2EDB-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1145,62758,0,C3-JD-24
5B8C7AB1-0000-2EDE-3135-333539333737,TBP-385,TBP,1.97,0.09,0.13,0.13,1112,1145,62758,0,C3-JD-24
5B8C7AB1-0000-2EE1-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EE4-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EE7-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EEA-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EED-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EF0-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EF3-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EF6-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EF9-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EFC-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2EFF-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2F0B-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F0E-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F1A-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F1D-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F02-3135-333539333737,TBP-384,TBP,2.05,0.09,0.13,0.13,1134,1169,65348,0,C3-JD-24
5B8C7AB1-0000-2F2C-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F2F-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F3B-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F3E-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F4A-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F4D-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F05-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F5C-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F5F-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F6B-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F6E-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F7A-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F7D-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F08-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F8C-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F8F-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F9B-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F9E-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F11-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F14-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F17-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F20-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F23-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F26-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F29-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F32-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F35-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F38-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F41-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F44-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F47-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F50-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F53-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
5B8C7AB1-0000-2F56-3135-333539333737,DBP-251,DBP,1.41,0.1,0.1,0.1,23212,15240,2984,0.01,C3-JD-24
